,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,LTM
"BV/акцию, руб",НЛМК,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,40.5,58.5,60.0,60.8,62.9,57.0,53.7,75.2,75.2
"Рентаб EBITDA, %",НЛМК,,,,,,,,,,,,,,0.138,0.32899999999999996,0.243,0.252,0.264,0.298,0.243,0.28600000000000003,0.44799999999999995,0.44799999999999995
"Чистая рентаб, %",НЛМК,,,,,,,,,,,,,,0.017,0.09,0.12,0.121,0.14400000000000002,0.185,0.127,0.134,0.312,0.312
"Доходность FCF, %",НЛМК,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.11800000000000001,0.19699999999999998,0.106,0.084,0.135,0.114,0.064,0.183,0.34700000000000003
"ROE, %",НЛМК,,,,,,,,,,,,,,0.018000000000000002,0.098,0.157,0.16,0.218,0.34700000000000003,0.23600000000000002,0.255,0.78,0.78
"ROA, %",НЛМК,,,,,,,,,,,,,,0.011000000000000001,0.040999999999999995,0.09,0.099,0.134,0.203,0.133,0.122,0.41100000000000003,0.41100000000000003
P/E,НЛМК,,,,,,,,,,,,,,54.9,16.9,6.4,11.2,10.4,6.73,9.95,14.0,3.51,1.85
P/S,НЛМК,,,,,,,,,,,,,,0.95,1.52,0.77,1.36,1.5,1.25,1.26,1.88,1.09,0.58
P/BV,НЛМК,,,,,,,,,,,,,,1.01,1.65,1.07,1.92,2.42,2.5,2.52,3.89,2.89,1.53
EV/EBITDA,НЛМК,,,,,,,,,,,,,,9.01,5.61,4.59,6.16,6.45,4.46,5.86,7.59,2.85,1.7
Долг/EBITDA,НЛМК,,,,,,,,,,,,,,2.12,0.98,1.43,0.79,0.75,0.28,0.67,1.02,0.41,0.41
"Персонал, чел",НЛМК,,,,,,,,,,,,,,,60100.0,56700.0,54000.0,53200.0,53300.0,52800.0,51900.0,50600.0,50600.0
"Производительность труда, млн руб/чел/год",НЛМК,,,,,,,,,,,,,,,4.37,8.6,9.42,11.0,14.2,12.9,12.9,23.5,23.5
"Расходы/чел/год, тыс.р",НЛМК,,,,,,,,,,,,,,,716.4,847.4,1020.0,1052.0,1156.0,1188.0,1264.0,1470.0,0.0
"R&D/CAPEX, %",НЛМК,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",НЛМК,,,,,,,,,,,,,,0.07,0.08,0.07,0.07,0.06,0.06,0.1,0.12,0.08,0.08
Дата отчета,НМТП,,,,,,,,,,,,,,08.07.2018,30.06.2018,30.06.2018,30.06.2018,30.06.2018,29.03.2019,27.03.2020,01.04.2021,,02.12.2021
Валюта отчета,НМТП,,,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Грузооборот, млн т",НМТП,,,,,,,,,,,,,,,,139.7,146.9,143.5,132.1,142.5,110.6,115.6,115.6
"Транспорт нефти, млн т",НМТП,,,,,,,,,,,,,,,,75.2,81.1,74.8,66.2,78.6,53.8,56.0,15.2
"Транспорт нефтепродуктов, млн т",НМТП,,,,,,,,,,,,,,,,31.9,31.7,30.3,33.2,34.7,32.7,35.5,9.39
"Выручка, млрд руб",НМТП,,,,,,,,,,,,,,29.6,36.3,53.5,58.0,52.5,59.7,56.1,45.6,,50.4
"Операционная прибыль, млрд руб",НМТП,,,,,,,,,,,,,,,,,,,,,,,6.1
"EBITDA, млрд руб",НМТП,,,,,,,,,,,,,,,-17.2,39.4,43.6,38.1,41.2,45.3,30.7,,35.0
"Чистая прибыль, млрд руб",НМТП,,,,,,,,,,,,,,-3.5,-19.8,13.6,42.4,25.6,16.6,60.8,4.84,,18.2
"Чистая прибыль н/с, млрд руб",НМТП,,,,,,,,,,,,,,,,-5.09,,,,,,,
"Операционный денежный поток, млрд руб",НМТП,,,,,,,,,,,,,,,,,,,,,,,6.32
"CAPEX, млрд руб",НМТП,,,,,,,,,,,,,,,0.0,3.89,6.64,8.69,5.34,5.15,7.19,,8.39
"FCF, млрд руб",НМТП,,,,,,,,,,,,,,,,,,,,44.4,14.3,,4.09
"Див.выплата, млрд руб",НМТП,,,,,,,,,,,0.431,0.453,0.455,0.45,4.5,0.0,25.0,0.0,24.7,26.0,1.16,10.4,10.4
"Дивиденд, руб/акцию",НМТП,,,,,,,,,,,0.023,0.0235,0.0236,0.0234,0.2336,0.0,1.298,0.0,1.28,1.35,0.06,0.54,0.54
"Див доход, ао, %",НМТП,,,,,,,,,,,0.006,0.006999999999999999,0.008,0.008,0.201,0.0,0.19699999999999998,0.0,0.187,0.15,0.006999999999999999,0.08,0.122
"Дивиденды/прибыль, %",НМТП,,,,,,,,,,,,,,0.0,0.0,0.0,0.59,0.0,1.49,0.43,0.24,,0.57
"Опер. расходы, млрд руб",НМТП,,,,,,,,,,,,,,,,,,,18.4,15.4,16.0,,17.7
"Себестоимость, млрд руб",НМТП,,,,,,,,,,,,,,13.5,14.0,14.5,14.4,,,,,,
"Расх на персонал, млрд руб",НМТП,,,,,,,,,,,,,,,,3.82,4.17,6.25,5.25,5.46,6.07,,
"Процентные расходы, млрд руб",НМТП,,,,,,,,,,,,,,,4.62,5.58,5.06,4.06,4.52,5.88,4.4,,2.47
"Активы, млрд руб",НМТП,,,,,,,,,,,,,,,,128.5,132.4,127.3,138.4,186.4,161.3,,167.0
"Чистые активы, млрд руб",НМТП,,,,,,,,,,,,,,35.5,15.1,5.65,35.2,46.0,50.9,101.5,81.3,,97.3
"Долг, млрд руб",НМТП,,,,,,,,,,,,,,70.6,96.9,109.4,84.3,68.7,69.7,49.9,44.5,,35.3
"Наличность, млрд руб",НМТП,,,,,,,,,,,,,,13.8,17.5,7.92,14.2,7.0,12.0,26.8,14.1,,15.7
"Чистый долг, млрд руб",НМТП,,,,,,,,,,,0.0,0.0,0.0,56.8,79.4,101.5,70.1,61.7,57.7,23.0,30.4,0.0,19.6
"Цена акции ао, руб",НМТП,,,,,,,,,,,4.11,3.18,2.85,2.83,1.16,3.76,6.59,7.85,6.85,8.99,8.1,6.76,4.42
"Число акций ао, млн",НМТП,,,,,,,,,,,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0,19260.0
"Free Float, %",НМТП,,,,,,,,,,,,,,,,,,0.08,0.07,,0.138,,
"Капитализация, млрд руб",НМТП,,,,,,,,,,,79.2,61.2,54.9,54.5,22.3,72.4,126.9,151.2,131.9,173.1,156.0,130.1,85.0
"EV, млрд руб",НМТП,,,,,,,,,,,79.2,61.2,54.9,111.3,101.8,173.9,197.0,212.9,189.7,196.2,186.4,130.1,104.6
"Баланс стоимость, млрд руб",НМТП,,,,,,,,,,,0.0,0.0,0.0,-1.49,-20.5,-29.9,-0.39,10.5,15.3,70.7,50.5,0.0,66.5
"EPS, руб",НМТП,,,,,,,,,,,0.0,0.0,0.0,-0.18,-1.03,0.7,2.2,1.33,0.86,3.16,0.25,0.0,0.94
"FCF/акцию, руб",НМТП,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.74,0.0,0.21
"BV/акцию, руб",НМТП,,,,,,,,,,,0.0,0.0,0.0,-0.08,-1.06,-1.55,-0.02,0.54,0.79,3.67,2.62,0.0,3.45
"Рентаб EBITDA, %",НМТП,,,,,,,,,,,,,,0.0,-0.47200000000000003,0.738,0.7509999999999999,0.727,0.69,0.8079999999999999,0.674,,0.695
"Чистая рентаб, %",НМТП,,,,,,,,,,,,,,-0.11800000000000001,-0.545,0.254,0.731,0.488,0.278,1.084,0.106,,0.361
"Доходность FCF, %",НМТП,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.092,0.0,0.048
"ROE, %",НМТП,,,,,,,,,,,,,,-0.099,-1.311,2.4,1.207,0.557,0.326,0.599,0.06,,0.187
"ROA, %",НМТП,,,,,,,,,,,,,,,,0.105,0.321,0.201,0.12,0.326,0.03,,0.109
P/E,НМТП,,,,,,,,,,,,,,-15.6,-1.13,5.34,2.99,5.9,7.96,2.85,32.2,,4.68
P/S,НМТП,,,,,,,,,,,,,,1.84,0.61,1.35,2.19,2.88,2.21,3.09,3.42,,1.69
P/BV,НМТП,,,,,,,,,,,,,,-36.7,-1.09,-2.42,-322.1,14.4,8.62,2.45,3.09,,1.28
EV/EBITDA,НМТП,,,,,,,,,,,,,,,-5.93,4.41,4.52,5.58,4.61,4.33,6.07,,2.99
Долг/EBITDA,НМТП,,,,,,,,,,,,,,,-4.63,2.57,1.61,1.62,1.4,0.51,0.99,,0.56
"Персонал, чел",НМТП,,,,,,,,,,,,,,,6914.0,7014.0,7158.0,,,,7589.0,,
"Производительность труда, млн руб/чел/год",НМТП,,,,,,,,,,,,,,,5.25,7.62,8.11,,,,6.01,,
"Расходы/чел/год, тыс.р",НМТП,,,,,,,,,,,,,,,0.0,543.9,582.7,,,,799.8,,
"R&D/CAPEX, %",НМТП,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"CAPEX/Выручка, %",НМТП,,,,,,,,,,,,,,0.0,0.0,0.07,0.11,0.17,0.09,0.09,0.16,,0.17
IR рейтинг,НМТП,,,,,,,,,,,,,,,,,,,,,,,2.1
Качество фин.отчетности,НМТП,,,,,,,,,,,,,,,,,,,,,,,3.0
Презентации для инвесторов,НМТП,,,,,,,,,,,,,,,,,,,,,,,1.0
Присутствие на смартлабе,НМТП,,,,,,,,,,,,,,,,,,,,,,,1.0
Годовой отчет,НМТП,,,,,,,,,,,,,,,,,,,,,,,5.0
Сайт для инвесторов,НМТП,,,,,,,,,,,,,,,,,,,,,,,2.0
Календарь инвесторов,НМТП,,,,,,,,,,,,,,,,,,,,,,,2.0
Обратная связь,НМТП,,,,,,,,,,,,,,,,,,,,,,,1.0
Дата отчета,НОВАТЭК,,,,,,,,,,,,,,30.06.2018,30.06.2018,08.07.2018,30.03.2020,30.05.2018,20.02.2019,19.02.2020,17.02.2021,16.02.2022,16.02.2022
Валюта отчета,НОВАТЭК,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Добыча нефти, млн т",НОВАТЭК,,,,,,,,,,3.0,3.6,4.1,4.3,6.0,6.0,9.1,12.4,11.8,11.8,12.1,12.2,12.3,11.8
"Добыча газа, млрд м3",НОВАТЭК,,,,,,,,,,32.8,37.8,52.9,56.5,61.2,62.1,67.9,67.7,63.4,68.8,74.7,77.4,79.9,81.6
"Экспорт газа, млрд м3",НОВАТЭК,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1,6.1,12.8,8.9,7.9,8.0
"Выручка, млрд руб",НОВАТЭК,,,,,,,,,79.4,90.0,117.2,175.3,211.0,298.2,357.6,475.3,537.5,583.2,831.8,852.2,711.8,1157.0,1157.0
"Операционная прибыль, млрд руб",НОВАТЭК,,,,,,,,,,,,,,,127.8,140.7,225.3,163.8,227.2,869.6,113.0,279.0,279.0
"EBITDA, млрд руб",НОВАТЭК,,,,,,,,,36.8,39.5,56.2,85.4,97.3,121.9,140.4,214.2,242.4,256.5,415.3,461.2,392.0,748.3,748.3
"Чистая прибыль, млрд руб",НОВАТЭК,,,,,,,,,22.9,25.7,40.3,119.3,69.4,109.9,37.3,74.4,132.5,156.7,232.9,245.0,169.0,421.3,421.3
"Чистая прибыль н/с, млрд руб",НОВАТЭК,,,,,,,,,,,,,,,37.3,74.4,257.8,156.4,163.7,865.5,67.8,432.9,432.9
"Операционный денежный поток, млрд руб",НОВАТЭК,,,,,,,,,,,,,,,111.2,132.9,173.8,180.4,216.3,307.4,171.9,419.5,419.5
"CAPEX, млрд руб",НОВАТЭК,,,,,,,,,31.8,17.9,26.1,38.0,43.6,59.3,62.0,50.6,28.2,24.8,94.0,162.5,204.6,191.3,191.3
"FCF, млрд руб",НОВАТЭК,,,,,,,,,,,,40.7,32.3,29.3,49.2,82.3,139.4,150.5,122.3,144.9,-32.7,228.2,228.2
"Див.выплата, млрд руб",НОВАТЭК,,,,,,,,,,,12.1,18.2,20.8,24.0,31.3,41.0,42.2,45.4,79.1,98.2,108.0,216.9,269.5
"Дивиденд, руб/акцию",НОВАТЭК,,,,,,,,,2.52,2.75,4.0,6.0,6.86,7.89,10.3,13.5,13.9,14.95,26.06,32.33,35.56,71.44,88.77
"Див доход, ао, %",НОВАТЭК,,,,,,,,,,,,0.015,0.02,0.02,0.024,0.023,0.018000000000000002,0.022000000000000002,0.023,0.026000000000000002,0.027999999999999997,0.042,0.083
"Дивиденды/прибыль, %",НОВАТЭК,,,,,,,,,0.0,0.0,0.3,0.15,0.3,0.22,0.84,0.55,0.32,0.29,0.34,0.4,0.64,0.51,0.64
"Опер. расходы, млрд руб",НОВАТЭК,,,,,,,,,47.0,56.2,68.6,96.8,125.8,192.8,236.5,335.0,385.5,419.9,603.9,640.5,552.0,875.2,875.2
"Расх на персонал, млрд руб",НОВАТЭК,,,,,,,,,,5.3,6.45,,,,12.0,15.6,19.9,20.1,25.6,29.2,31.9,43.2,
"Процентные расходы, млрд руб",НОВАТЭК,,,,,,,,,,,,,,,5.72,8.79,11.4,6.53,4.75,4.49,6.34,5.97,5.97
"Активы, млрд руб",НОВАТЭК,,,,,,,,,,,,,,,699.1,880.0,963.4,1044.0,1216.0,2013.0,2059.0,2458.0,2458.0
"Чистые активы, млрд руб",НОВАТЭК,,,,,,,,,,,,,,370.2,387.1,428.2,657.7,775.7,868.2,1647.0,1620.0,1894.0,1894.0
"Долг, млрд руб",НОВАТЭК,,,,,,,,,,,,,132.5,151.5,246.0,358.7,213.7,155.8,172.1,152.1,222.1,180.0,180.0
"Наличность, млрд руб",НОВАТЭК,,,,,,,,,,,,,18.4,0.32,41.3,29.2,48.3,65.9,69.3,53.2,119.7,45.9,45.9
"Чистый долг, млрд руб",НОВАТЭК,,,,,,,,,0.0,0.0,0.0,0.0,114.1,151.2,204.7,329.5,165.4,89.8,102.8,98.9,102.4,134.1,134.1
"Цена акции ао, руб",НОВАТЭК,,,,,,,,,,,,390.0,345.0,399.0,433.0,591.0,792.0,677.7,1132.0,1262.0,1264.0,1720.0,1068.0
"Число акций ао, млн",НОВАТЭК,,,,,,,,,,,,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0,3036.0
"Free Float, %",НОВАТЭК,,,,,,,,,,,,,,,0.23,0.23,0.23,0.28,0.28,0.28,0.28,0.21,
"Капитализация, млрд руб",НОВАТЭК,,,,,,,,,0.0,0.0,0.0,1184.0,1048.0,1211.0,1315.0,1794.0,2405.0,2058.0,3437.0,3832.0,3837.0,5222.0,3243.0
"EV, млрд руб",НОВАТЭК,,,,,,,,,0.0,0.0,0.0,1184.0,1162.0,1363.0,1519.0,2124.0,2570.0,2148.0,3540.0,3931.0,3939.0,5357.0,3377.0
"Баланс стоимость, млрд руб",НОВАТЭК,,,,,,,,,0.0,0.0,0.0,0.0,0.0,370.2,387.1,428.2,657.7,775.7,868.2,1647.0,1620.0,1894.0,1894.0
"EPS, руб",НОВАТЭК,,,,,,,,,,,,39.3,22.9,36.2,12.3,24.5,43.6,51.6,76.7,80.7,55.7,138.8,138.8
"FCF/акцию, руб",НОВАТЭК,,,,,,,,,,,,13.4,10.6,9.64,16.2,27.1,45.9,49.6,40.3,47.7,-10.8,75.2,75.2
"BV/акцию, руб",НОВАТЭК,,,,,,,,,,,,0.0,0.0,121.9,127.5,141.0,216.6,255.5,285.9,542.4,533.5,623.9,623.9
"Рентаб EBITDA, %",НОВАТЭК,,,,,,,,,0.46399999999999997,0.439,0.48,0.48700000000000004,0.461,0.409,0.392,0.451,0.451,0.44,0.499,0.541,0.551,0.647,0.647
"Чистая рентаб, %",НОВАТЭК,,,,,,,,,0.289,0.28600000000000003,0.344,0.6809999999999999,0.32899999999999996,0.369,0.10400000000000001,0.157,0.247,0.26899999999999996,0.28,0.287,0.237,0.364,0.364
"Доходность FCF, %",НОВАТЭК,,,,,,,,,,,,0.034,0.031,0.024,0.037000000000000005,0.046,0.057999999999999996,0.073,0.036000000000000004,0.038,-0.009000000000000001,0.044000000000000004,0.07
"ROE, %",НОВАТЭК,,,,,,,,,,,,,,0.297,0.096,0.174,0.201,0.20199999999999999,0.268,0.149,0.10400000000000001,0.222,0.222
"ROA, %",НОВАТЭК,,,,,,,,,,,,,,,0.053,0.085,0.138,0.15,0.191,0.122,0.08199999999999999,0.171,0.171
P/E,НОВАТЭК,,,,,,,,,0.0,0.0,0.0,9.93,15.1,11.0,35.3,24.1,18.1,13.1,14.8,15.6,22.7,12.4,7.7
P/S,НОВАТЭК,,,,,,,,,0.0,0.0,0.0,6.76,4.97,4.06,3.68,3.78,4.47,3.53,4.13,4.5,5.39,4.51,2.8
P/BV,НОВАТЭК,,,,,,,,,,,,,,3.27,3.4,4.19,3.66,2.65,3.96,2.33,2.37,2.76,1.71
EV/EBITDA,НОВАТЭК,,,,,,,,,0.0,0.0,0.0,13.9,11.9,11.2,10.8,9.92,10.6,8.37,8.52,8.52,10.0,7.16,4.51
Долг/EBITDA,НОВАТЭК,,,,,,,,,0.0,0.0,0.0,0.0,1.17,1.24,1.46,1.54,0.68,0.35,0.25,0.21,0.26,0.18,0.18
"Персонал, чел",НОВАТЭК,,,,,,,,,,,,4767.0,5440.0,5997.0,6749.0,7265.0,7515.0,8145.0,13694.0,15445.0,16821.0,,
"Производительность труда, млн руб/чел/год",НОВАТЭК,,,,,,,,,,,,36.8,38.8,49.7,53.0,65.4,71.5,71.6,60.7,55.2,42.3,,
"Расходы/чел/год, тыс.р",НОВАТЭК,,,,,,,,,,,,0.0,0.0,0.0,1780.0,2152.0,2646.0,2467.0,1869.0,1889.0,1895.0,,
"R&D/CAPEX, %",НОВАТЭК,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",НОВАТЭК,,,,,,,,,0.4,0.2,0.22,0.22,0.21,0.2,0.17,0.11,0.05,0.04,0.11,0.19,0.29,0.17,0.17
Дата отчета,ОГК-2,,,,,,,,,,,,,,08.07.2018,23.05.2018,23.05.2018,23.05.2018,23.05.2018,07.03.2019,06.03.2020,05.03.2021,04.03.2022,17.05.2022
Валюта отчета,ОГК-2,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Установленная мощность, ГВт",ОГК-2,,,,,,,,,,,,,,,18.4,18.0,19.0,19.0,18.8,19.0,17.6,16.5,
"Установл. тепл. мощность, Гкал/ч",ОГК-2,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,
"Выработка электроэнергии, ТВт*ч",ОГК-2,,,,,,,,,,,,,75.2,70.7,68.7,60.4,67.1,63.0,59.3,54.7,44.2,49.8,48.3
"Ср. цена реализации э/э, руб/кВт*ч",ОГК-2,,,,,,,,,,,,,,1039.0,1110.0,1107.0,1175.0,1186.0,1203.0,1228.0,1200.0,1420.0,
"Отпуск э/э потребителям из сети, млрд кВт*ч",ОГК-2,,,,,,,,,,,,,70.9,66.3,64.4,60.4,63.0,59.3,55.0,51.1,41.2,46.7,24.8
"Отпуск тепл.энергии, млн Гкал",ОГК-2,,,,,,,,,,,,,,,2.3,6.15,6.45,6.35,6.7,6.35,5.59,5.07,5.01
"Реализация мощности, ГВт",ОГК-2,,,,,,,,,,,,,,,,15.5,16.7,17.3,16.9,,,,
"КИУМ, %",ОГК-2,,,,,,,,,,,,,0.475,0.449,0.435,0.408,0.408,0.382,0.36200000000000004,0.33,0.27,0.345,
"Выручка, млрд руб",ОГК-2,,,,,,,,,,,,,,112.0,115.9,112.2,134.4,141.3,143.2,134.6,120.7,141.6,144.3
"Операционная прибыль, млрд руб",ОГК-2,,,,,,,,,,,,,,,-0.72,3.92,9.39,15.6,14.1,17.8,18.4,7.7,7.73
"EBITDA, млрд руб",ОГК-2,,,,,,,,,,,,,,11.4,11.8,8.48,18.9,26.8,27.1,36.0,34.0,39.5,39.2
"Чистая прибыль, млрд руб",ОГК-2,,,,,,,,,,,,,,4.24,-0.945,3.35,3.17,7.2,8.31,12.0,13.3,4.44,4.52
"Операционный денежный поток, млрд руб",ОГК-2,,,,,,,,,,,,,,,12.7,9.4,24.3,24.7,27.5,27.9,18.9,33.1,27.8
"CAPEX, млрд руб",ОГК-2,,,,,,,,,,,,,,,21.7,26.8,14.8,10.1,9.05,9.09,6.9,14.8,13.2
"FCF, млрд руб",ОГК-2,,,,,,,,,,,,,,,-9.0,-17.4,-1.14,4.41,18.4,18.8,12.0,18.3,15.0
"Див.выплата, млрд руб",ОГК-2,,,,,,0.195,0.14,0.04,0.0,0.0,0.16,0.056,0.0,0.0,0.861,0.6,0.87,1.73,3.9,6.0,6.63,10.7,10.7
"Дивиденд, руб/акцию",ОГК-2,,,,,,0.0181,0.005412,0.0015257,0.0,0.0,0.0048759,0.000998761,0.0,0.0,0.0081,0.0057,0.0082,0.0163,0.037,0.054,0.06,0.0966,0.09655
"Див доход, ао, %",ОГК-2,,,,,,,0.001,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.051,0.026000000000000002,0.016,0.036000000000000004,0.11699999999999999,0.096,0.08199999999999999,0.152,0.185
"Дивиденды/прибыль, %",ОГК-2,,,,,,,,,,,,,,0.0,0.0,0.18,0.27,0.24,0.47,0.5,0.5,2.4,2.36
"Опер. расходы, млрд руб",ОГК-2,,,,,,,,,,,,,,105.3,116.8,108.5,124.5,125.3,127.5,116.3,101.5,134.1,137.2
"Расх на персонал, млрд руб",ОГК-2,,,,,,,,,,,,,,,7.57,7.97,8.46,8.1,8.8,9.38,9.49,8.98,9.17
"Процентные расходы, млрд руб",ОГК-2,,,,,,,,,,,,,,,3.68,4.87,6.58,5.69,4.26,4.43,2.3,2.3,2.5
"Активы, млрд руб",ОГК-2,,,,,,,,,,,,,,,198.5,215.4,216.4,216.1,213.4,225.9,224.4,210.1,216.4
"Чистые активы, млрд руб",ОГК-2,,,,,,,,,,,,,,118.1,116.5,113.1,114.8,121.0,127.3,137.3,144.6,142.8,150.0
"Долг, млрд руб",ОГК-2,,,,,,,,,,,,32.8,23.6,34.7,47.2,72.7,67.1,59.3,47.1,52.6,44.9,36.5,36.5
"Наличность, млрд руб",ОГК-2,,,,,,,,,,,,0.359,5.88,8.86,13.1,7.54,4.54,5.14,9.56,9.81,15.3,19.3,0.06
"Чистый долг, млрд руб",ОГК-2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.4,17.7,25.9,34.1,65.2,62.5,54.2,37.5,42.8,29.6,17.3,36.5
"Цена акции ао, руб",ОГК-2,,,,,,,3.66,3.75,0.258,0.919,1.8,0.75,0.34,0.25,0.16,0.22,0.5,0.447,0.317,0.563,0.732,0.634,0.522
"Число акций ао, млн",ОГК-2,,,,,,,,,,,,,,110441.0,110441.0,110441.0,110441.0,110441.0,110441.0,110441.0,110441.0,110441.0,110441.0
"Free Float, %",ОГК-2,,,,,,,,,,,,,,,,,,,,0.19,0.19,,
"Капитализация, млрд руб",ОГК-2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,17.7,24.3,55.2,49.3,35.0,62.2,80.8,70.1,57.7
"EV, млрд руб",ОГК-2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.4,17.7,53.5,51.8,89.5,117.7,103.5,72.5,105.0,110.5,87.3,94.2
"Баланс стоимость, млрд руб",ОГК-2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,115.2,112.0,113.9,120.3,126.7,136.9,144.2,142.4,149.7
"EPS, руб",ОГК-2,,,,,,,,,,,,,,0.04,-0.01,0.03,0.03,0.07,0.08,0.11,0.12,0.04,0.04
"FCF/акцию, руб",ОГК-2,,,,,,,,,,,,,,0.0,-0.08,-0.16,-0.01,0.04,0.17,0.17,0.11,0.17,0.14
"BV/акцию, руб",ОГК-2,,,,,,,,,,,,,,1.06,1.04,1.01,1.03,1.09,1.15,1.24,1.31,1.29,1.36
"Рентаб EBITDA, %",ОГК-2,,,,,,,,,,,,,,0.102,0.102,0.076,0.141,0.18899999999999997,0.18899999999999997,0.267,0.282,0.27899999999999997,0.272
"Чистая рентаб, %",ОГК-2,,,,,,,,,,,,,,0.038,-0.008,0.03,0.024,0.051,0.057999999999999996,0.08900000000000001,0.11,0.031,0.031
"Доходность FCF, %",ОГК-2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509,-0.7170000000000001,-0.021,0.08900000000000001,0.527,0.302,0.14800000000000002,0.261,0.259
"ROE, %",ОГК-2,,,,,,,,,,,,,,0.036000000000000004,-0.008,0.03,0.027999999999999997,0.059000000000000004,0.065,0.08800000000000001,0.092,0.031,0.03
"ROA, %",ОГК-2,,,,,,,,,,,,,,,-0.005,0.016,0.015,0.033,0.039,0.053,0.059000000000000004,0.021,0.021
P/E,ОГК-2,,,,,,,,,,,,,,6.51,-18.7,7.25,17.4,6.85,4.21,5.17,6.08,15.8,12.8
P/S,ОГК-2,,,,,,,,,,,,,,0.25,0.15,0.22,0.41,0.35,0.24,0.46,0.67,0.49,0.4
P/BV,ОГК-2,,,,,,,,,,,,,,0.24,0.15,0.22,0.48,0.41,0.28,0.45,0.56,0.49,0.39
EV/EBITDA,ОГК-2,,,,,,,,,,,,,,4.68,4.38,10.5,6.22,3.87,2.68,2.92,3.25,2.21,2.4
Долг/EBITDA,ОГК-2,,,,,,,,,,,,,,2.26,2.89,7.68,3.3,2.02,1.39,1.19,0.87,0.44,0.93
"Персонал, чел",ОГК-2,,,,,,,,,,,,,,,8949.0,8957.0,8683.0,8438.0,8248.0,8261.0,7917.0,,
"Производительность труда, млн руб/чел/год",ОГК-2,,,,,,,,,,,,,,,13.0,12.5,15.5,16.7,17.4,16.3,15.2,,
"Расходы/чел/год, тыс.р",ОГК-2,,,,,,,,,,,,,,,846.4,889.5,974.3,959.9,1067.0,1135.0,1198.0,,
"R&D/CAPEX, %",ОГК-2,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Цена/мощность, руб/кВт",ОГК-2,,,,,,,,,,,,,,,2811.0,4964.0,6210.0,5448.0,3850.0,5523.0,6274.0,5293.0,
"CAPEX/Выручка, %",ОГК-2,,,,,,,,,,,,,,0.0,0.19,0.24,0.11,0.07,0.06,0.07,0.06,0.1,0.09
Дата отчета,Окей,,,,,,,,,,,,,,,,15.12.2020,11.05.2022,25.11.2018,01.04.2019,15.12.2020,31.03.2021,26.04.2022,15.09.2022
Валюта отчета,Окей,,,,,,,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Число магазинов, шт",Окей,,,,,,,,,,,,,,,108.0,146.0,164.0,145.0,160.0,178.0,195.0,230.0,251.0
"Открыто новых магазинов, шт",Окей,,,,,,,,,,,,,,,11.0,42.0,18.0,15.0,21.0,19.0,17.0,35.0,45.0
"Общ. площадь магазинов, тыс. м2",Окей,,,,,,,,,,,,,,,552.0,593.0,623.0,578.0,585.0,598.0,600.0,626.0,642.0
"Сопоставимые продажи, LFL, %",Окей,,,,,,,,,,,,,,,,,,,,,0.054000000000000006,0.037000000000000005,0.025
"Трафик, %",Окей,,,,,,,,,,,,,,,,,,,,,-0.092,0.013000000000000001,-0.027999999999999997
